customer_id,order_id,total_price
IY9G9,J6LW4,33.62
7JM90,SPAH7,4.70
5N5XH,Z2L78,111.36
3SDRH,N9706,15.75
2COYE,MK9B1,43.20
R4A1B,IJKPF,32.60
ZRNML,VUSWY,29.75
EVM6I,MXATZ,7.92
V0ELV,SLXVW,65.34
LI1MW,CFN8X,8.28
SHPXV,AGD0N,281.66
9YD22,R4O1Y,10.96
YSM72,Z5ZVU,247.04
6QHZ5,MTKGA,5.94
QL8YW,NZA85,12.30
J6IND,0IISJ,78.49
EQS4S,VBEM6,150.06
0A09J,2OF2Y,20.85
RIOJ1,Z2PDO,37.04
YI7I5,6Q8A7,4.95
QVYAY,RXPOE,24.42
Z20RE,EVNFI,113.58
E4Y3F,SNIL0,4.95
5WPF8,QAS3R,9.80
W8PNY,OBSRY,14.07
8PIDX,66BDM,56.71
GS88G,9XATN,286.98
KFYOB,QHUYW,27.18
Q9A05,RFP22,187.20
2GXJ7,VBDED,6.00
39BB9,959J7,99.00
W64PV,5I33Z,75.09
U1NT6,IJJ08,54.72
K42O4,TCD07,60.93
GO41U,YV7HP,14.25
O1SC4,19B68,13.64
LWNBX,4378J,30.24
9DGGH,5OEOV,6.88
LL0J8,VT4A3,13.81
QP1HY,8SBPO,40.08
FX9DR,FY50P,43.55
B0FU9,8XMZ3,23.04
1JLZH,6P76U,5.78
OX9CX,61BVS,492.58
I2C3R,VIF3A,19.26
6FU83,K095Q,55.98
0DDBE,VDE5F,95.36
U2V5L,XFUDP,102.00
O8DJC,04TL2,42.16
43RSU,5STWV,28.14
H7TFE,VV6DX,128.73
FVYIF,PILJ5,30.40
9AKRA,D8M9W,7.65
GPVQK,QH3O0,39.21
ZM9TY,4LKVW,6.03
L6UHN,323MO,6.76
BJTJJ,4OT4V,4.20
4KG04,4ZMDW,79.92
SUO28,OW54L,12.80
R9YLM,WYQ4O,32.07
3IK4G,FWJOV,28.53
66YXI,ATZWD,6.78
IPS0W,YEBN8,11.70
ZH78Q,9IV81,35.35
V2M4M,JQ9NY,92.64
R5Z9M,SOV71,143.65
Q1B8B,I0QOJ,25.95
1E2AK,QJ4WK,2.60
0RZ60,L6EHY,14.52
RRNM8,BLRXO,49.50
24590,WPKIJ,18.31
KTIAE,S7OLO,153.93
QK8J3,1ZN9S,8.91
KJ4X0,YH5QN,17.96
TP9AI,2G99B,25.36
Z260Z,3U474,13.94
XW63S,ULGMT,29.50
HD10V,ZIF7B,5.94
NUQKP,WOTI0,47.34
LS35A,AHQAY,31.20
KI00O,1FD1H,104.06
GOBJH,UM0MW,4.46
JSYOT,VUJE8,143.50
YIENW,EUSLX,3.30
43V0E,SXUG4,20.95
6V6E2,RV7OV,160.64
T3XB1,PMK8T,3.96
L0DFQ,U4578,76.11
X4DPG,MWZYK,37.10
MLGDU,NSWZD,49.77
LIRW2,7C0OY,74.00
7ZIOJ,8Q7V7,201.28
X0N0D,DJG15,8.80
ETDVR,5L3ZQ,3.18
DJ9Q8,QTYDT,20.30
NLFNM,UDEC3,5.82
URKJS,0HFE3,10.18
3VONY,4OF23,197.27
QVBS0,SP1I0,37.94
ONGEJ,3NNH2,163.66
BUIDR,8RL0G,29.14
OU66W,A39I3,9.90
U3L5F,1QECW,24.53
IFEUN,LCAZH,5.94
XLJ51,D8WC8,68.74
BA3EZ,QR479,75.90
3729Q,KUUJW,50.04
1AJHV,O6TEX,118.00
HTZ2V,7DXJ9,10.17
9Z3SN,6UWB3,22.75
DQH6S,DI4SH,10.14
CJEKJ,5KOVY,7.80
VB9II,AVVFA,18.05
UAFEA,QYSJN,4.98
78GPF,RQLFX,94.50
W8RJG,P38O0,23.70
QCU4H,JGUG7,1.98
P0IBQ,65ZEQ,113.02
Q5J4V,R06FT,180.39
25ZTM,XBCLA,91.19
QBR0V,NX14L,5.88
EU9PG,EBZPT,79.68
7L6YL,SJCBO,88.12
UUG6I,42B8R,22.70
OBZ04,ONHVE,5.10
7P90B,2N73A,21.10
F3QNB,4PKC4,20.16
OJYDL,KLAB2,60.84
8H52P,K0886,20.34
GA4M4,064ZG,45.32
SM9YZ,B5JMV,66.69
HZ7V1,OLMHI,24.00
JSTWK,8KFL3,21.60
WH7RI,WCGHB,6.93
5K4EO,0MW0V,41.20
T7M3I,9YM3Q,18.80
TPV7J,5Y52W,82.76
KOPQQ,XTRHO,24.64
QKJZ6,7MPNS,41.09
OAYOH,84RRW,28.44
B2Y1Q,OWVW9,238.50
63IPE,B944G,12.50
HTPT6,ZQZZF,155.94
2GXJ7,N1SZ7,5.12
TE8XV,5CNB5,55.98
E1UYT,8KSVN,45.15
WJNCS,KE2V0,46.48
CFTUT,5K980,15.72
NYILX,YFHYE,37.84
RZOPE,90BDN,131.49
11H6P,1BY2D,20.16
4ZFYI,4YERA,46.80
A44F9,XK36Y,100.87
103IX,MZUIT,5.94
BYCXN,A342O,60.30
FSSXT,2OS1P,9.63
XYOAS,7GMYS,11.28
C61JO,8X7LT,272.61
4KNP3,VXVBY,23.00
J1XN6,9WJWV,10.76
Z49EP,71U4Y,159.03
TLLEG,HFGS7,7.92
HD2FZ,9SQII,3.96
S61GW,AL7U5,86.16
9983C,BKZRA,18.81
A26ST,VV9ID,138.50
DM43S,085OT,9.31
713MI,R4UQ6,21.10
ZSF25,UIG7C,24.90
31GJB,4CM5Y,24.39
01DR9,63LN0,32.16
9LBXW,UXKJI,15.90
3IH73,HWQC9,139.55
3OAK6,AWIU5,21.70
QZP77,O4886,179.50
ZCPMR,FKVF2,4.86
53Q13,DX4FD,51.45
3IG6C,3WB8M,14.30
N8L9L,8QD9Q,17.16
TLRJE,GXEY3,74.46
1YVDN,F1HW2,5.52
2VTRQ,LF5WM,74.46
65ZH1,AY34P,42.64
6P54A,PRNHE,61.20
CNIL3,NEEW6,12.56
8LQGN,4XJBQ,106.20
WC9R5,0KZHZ,48.51
GGL3Z,7CWHP,16.35
F2ET7,091CH,22.25
ITACP,AO67Q,72.35
HF2M9,FH5R0,23.13
QXK0B,MNSV8,36.09
KFYOB,4YC3N,13.90
3PB90,NAWHL,44.94
9BEXT,IPL1E,4.08
0EF7R,4ZOXZ,25.16
3G2FI,WX6TF,3.22
FQFAD,QJUYO,23.76
DSTK3,O0TOI,64.50
H6WH9,HJEBN,53.87
VICMO,M01XW,192.18
W0D0W,FVYAR,80.84
M26UD,VHE5S,20.34
4XYXV,1FHGB,90.88
Q3PPF,C4QWM,149.94
UA3VH,PKLJN,207.44
85ZAN,IMDJO,7.92
Y3IDA,42HF2,142.40
JNMFB,NOGXN,131.36
OHPMP,QLZWX,12.87
SPU5K,1CX08,5.46
DLM16,PM0UY,37.60
BJTJJ,4AJS2,24.02
LCHGN,MRH7K,192.07
T0EDD,BIA3V,151.00
3B9HN,N045H,259.21
QA55Z,WLZJM,37.73
ETIPR,627LP,24.00
0434T,H7REB,9.44
KY5SI,22WJY,53.48
HVKN6,GYATH,141.42
6OBS4,QKITE,4.35
W13UJ,L7JBV,117.45
GO8B6,0CS6L,14.25
RRFDJ,R270D,60.35
TWAG1,R9SY1,84.48
6C3RA,HRDHJ,83.43
GM28S,GP9L4,163.17
0CZE6,31A9W,30.31
J3IUE,VPAO1,36.33
8EF39,95EEB,93.80
B1OU4,ZVCZJ,44.24
OHZJ1,MOCI5,4.25
XVO12,ZHZPK,294.00
16YH6,LRNCV,115.46
OVHHA,72TS2,56.50
DSTK3,0GO1S,27.72
DXVC3,BFWU2,22.64
XV2WX,6VD3P,43.02
AQB3J,ZDIID,29.13
V3QGW,RQ8JY,81.47
ARYUM,2NJP7,28.72
EP61A,714SN,54.27
UNP3L,EDZTX,38.76
Q1B8B,4KCXM,6.06
6PHRW,91Y7D,201.83
3K3ID,JM2VZ,3.96
F8HFE,T6AJW,75.04
GBWP4,67ZZ3,62.18
JBMUS,9KZXO,8.76
S240N,AS25D,40.77
XCNZP,BAGA5,25.55
1VLAA,FWTNF,5.02
KSM07,K26NI,108.67
YZOY6,DEOKS,9.45
31OTD,ALCDS,12.85
OQWJM,TIGPF,10.84
92U98,X8VFE,26.04
BBU3I,B6WU4,29.70
RGA2G,WKTTH,85.19
VMEXG,FB9RE,7.00
BV1KQ,F5K6C,103.37
SFJ0R,6LOZY,34.58
5J1L3,XBGU2,18.13
G3QMM,K3RUU,35.16
TWA8O,KA3EN,98.60
O24LP,XU8RP,81.26
ZNMA6,RDDRN,65.75
9WTKY,DM8VR,139.03
96IS5,QOU3A,84.04
4E7H5,389F8,58.70
EU1W2,1S2UN,36.76
1E7Z9,TNG5M,2.97
PJB2G,55E5T,263.42
UBYFJ,22SQZ,5.95
RSR66,AOUJ4,31.74
QV3QW,E3ZET,115.62
B8729,URNKS,8.54
H6SVE,RKS0W,22.90
T49S9,LRJBF,40.83
87LD6,5XN1V,14.22
IKH81,1H8W7,70.86
PXPRJ,6GPVL,56.30
P5PGZ,84OTS,49.34
4Y6OV,VJI10,27.96
HS6UU,7UKOF,50.09
R5Z9M,ODO28,36.12
4XOWN,77M7I,107.58
H539O,QF69T,276.32
D055T,4F941,10.00
24MWV,V3L1Y,13.31
WARA6,VZ9Z8,12.99
OO7GR,3FF70,29.95
TM2GE,UTYJC,31.14
150ID,UXUBY,20.20
QRWD9,W3I81,160.85
BA3EZ,LEP80,26.65
LX0ZO,L02WC,43.70
CSW31,RXZSM,12.95
IQX4J,73N1M,118.62
8SKT5,9UCPP,105.48
LNXLF,SN441,140.40
U8NCL,8EVWM,6.93
MONAF,WS7EJ,31.80
8TKDC,PEEJ4,70.20
87DLU,0KU2O,76.38
QM4CN,PLKTX,0.99
FKTNQ,4QIXW,22.74
2CZTS,WQDAW,50.56
7GFRO,CLZEJ,2.89
ILP5K,PN9FB,38.71
49WB9,639RC,46.10
OBZ5O,M090U,4.50
1E2AK,MTJKJ,169.38
RGXJE,MYXMR,15.12
VBDO4,MT6DJ,7.42
3E6EG,CI7LI,18.66
1TLN4,17RCY,33.36
GA7ND,3VXE0,74.80
0C0FH,JNHF1,28.00
50OUA,H05X9,81.56
PICUV,KQ3CX,124.90
HD7HQ,VOZHA,15.60
1YXMR,OCMBX,108.67
PXA1F,HPE2I,192.10
QL8YW,1UBW0,22.00
B4PFS,Q2FOF,2.34
4UCLM,LYJ7H,30.09
IRJRP,EKUGG,22.23
IXDI9,4BPZK,38.16
LFVWA,CP6D0,5.94
UBD56,ZMN21,86.84
HNOGA,NK9L6,63.99
H5QTV,5FQYM,40.32
9XKV3,K6GYE,32.80
QD7DC,8DRO7,6.93
1RBTZ,8Q13U,172.14
LCHGN,VU1GS,9.44
SGHSP,TTC5R,7.18
6CUDG,84XS5,18.09
GJIYE,47BFO,6.93
0Z4UM,U5JLS,20.24
GA2KM,K2CGI,122.40
VW0EX,6VAZV,17.79
ACRTE,T0YGW,4.95
TXQUR,J6OW3,292.32
9VTTU,V99BU,14.25
XIBCJ,JFG1P,5.12
IMT18,RNPZ5,19.62
E2YXB,H2OYV,73.62
5ZJY6,HK6UQ,11.36
P2WQ8,W00DW,167.97
BZ6AV,LN9GC,8.43
1E6Q8,JBQQV,57.24
8TL3W,SDKWC,155.39
3TGP4,613BY,35.54
3KHUL,9F7J2,70.32
DYZKQ,LSOFQ,43.13
SMBS5,RF4MT,1.34
3S3RA,DPE8O,17.50
U8JUA,88BEZ,84.00
OVU9W,Q6POL,138.50
VVL74,0F7YU,209.82
CF0AQ,2MMFN,58.84
WZXFL,2E5I4,48.60
7AWU1,Z66LM,3.76
BTVTB,MPQXT,20.86
L2A2K,564G0,38.96
NSY4O,7FFXY,70.66
J388C,9XFCL,8.10
X2MTK,WA0UV,20.26
VZ4EC,TJD86,99.59
DFEUJ,WZY4M,38.70
23ASL,I2W2A,202.80
HDIZT,DCXT6,19.60
6PI7K,VNISF,20.66
SUO28,NXO61,4.85
A0XJN,5Y5MN,27.66
1V7J6,PLJIA,10.44
FM7UX,5YVJS,41.56
06DA2,MULKI,54.05
SDG2W,L8E4G,14.97
JDG3M,60AOG,189.99
FDB35,EBWM7,58.56
5FBUA,C0LKO,80.97
KP2RE,EKERA,43.65
1E6Q8,9YT2A,14.34
9KTIK,A7RAD,54.94
GBPXS,GRS6M,14.97
K5365,34J8H,2.80
SM0SC,UC56V,41.80
42EDY,PORST,9.78
B217J,3IXBH,33.18
ITACP,U2M1N,32.25
JAWDY,OW9FY,35.92
CLZN3,FJ75P,1.98
Q0IVN,7H4Y1,107.47
BCVL1,0DO4G,7.92
VM8U0,O270Y,51.39
VC4HH,FTH9P,86.34
TYTXT,M12B7,104.88
XR2HK,XMS3R,104.13
V7XH3,82RBW,31.01
CEF41,60Z1A,32.55
PQSG3,WG0WI,38.10
7DA2T,12AUP,33.25
DFPXK,TBQAA,10.00
ATMRJ,2227Q,6.63
18IO7,863M7,89.92
4S5OA,NAPX4,4.95
86TSU,BUN5Q,45.39
1V7J6,VOY79,57.60
CS8NJ,YB8NL,43.44
KNBNP,P5YFC,37.98
D9XPV,UQLQK,201.22
SRQEZ,ZKEPG,55.02
ZMABB,FQ9VK,11.56
ZA9IQ,K5EHF,93.92
TTFTF,Z213A,28.60
WETX0,NIG9Q,196.82
47VAV,LNZQ7,59.41
ONLS0,FIFPR,7.08
9M2CI,CYJ77,5.85
3MOBZ,GXZAH,129.70
069NJ,NPK1C,46.97
DQXGI,O06XI,9.90
OHZXY,DXVCE,40.14
NRAII,O23YL,4.22
XYOAS,OCU6X,46.50
UBYFJ,EJPA8,118.56
BQY6L,M1RL1,44.74
920AI,HW9H7,62.38
KGSUJ,6YIRO,31.32
92FT4,8HI0L,14.76
XM4JB,Q5FM4,22.23
BBU3I,1QUD5,41.79
BZ6AV,NU5KW,56.94
QMMWD,D21M8,34.51
2FIPT,7EVPS,66.18
GYNJS,5HI0E,23.05
8J44H,UKF2Q,34.62
KO697,MHTOZ,9.15
84HRH,29EXI,40.00
IJX3T,DAPPU,11.84
3HOJ1,DD27X,24.66
DNHDP,9QXQZ,16.54
31GJB,6FPZB,13.20
9NSVA,6L8C3,33.42
V1IGF,OJAQO,1.98
46VF8,X8LMF,68.72
JHTWK,JVN9G,117.21
CM4PZ,G4K0L,8.92
66107,MJVXT,18.97
3UYX3,ZBNCL,11.88
LIWAX,QFFAY,28.68
JNMFB,BF4C7,26.67
4OHC5,47C90,11.72
O17D0,04M28,13.89
IY9G9,NBQ98,19.84
JBC33,VFHYY,136.81
LTQL5,I0136,44.72
4O1ZC,L54W6,15.39
KZ91O,O9F23,131.85
564CD,H9YES,42.48
E81BQ,RLLFD,14.89
O8RUE,I36R5,23.59
WK1RA,84GTG,0.99
6WTO6,V1XOT,42.30
IH0LN,04K4B,76.68
SHPXV,4MADY,123.96
PQJCS,8SDG7,29.60
GABJ1,9RCB5,98.95
8LQGN,TJ8OE,58.50
TXXXT,PYWLL,72.45
G3XGW,59HOT,50.85
UR0OZ,92VJK,159.46
0BE6Y,Z8MA6,15.32
W64PV,FJ0CE,33.18
Q3CNR,HI1D1,51.04
8LQGN,TXZ9F,34.00
QW53C,MKSVG,44.94
F5NR8,XZQK9,41.68
VVB87,JOYML,14.22
09N1C,1NJZT,14.72
6RW49,IJBN0,32.50
Y86VC,W7CUU,15.27
3EF0Z,8BAJL,78.30
H2RXT,6RZ8E,3.96
QITXX,AYD2U,41.52
06DA2,QHHIS,30.52
UBD56,TJTCM,52.36
ENA0D,FE1NW,51.60
ACSUD,35J1N,23.86
WUHBA,9C94Z,4.32
XGIEI,H2OV6,9.62
MCM2S,KTCS0,216.59
O06WP,SNKWP,22.00
JPDG3,1TTBH,30.42
RUBIO,GCLO1,22.74
W1YCI,VL7I3,88.40
708R1,6H2CP,14.86
4V7LF,C3F8U,22.75
UIXGA,6CALK,27.51
ZTS76,E30LC,42.48
C05AP,QSKOW,50.20
KBNBS,IV4XZ,123.02
1A5J1,AMGIF,77.10
TZ0T4,MQLJI,9.76
THITZ,IFSLI,7.12
TUR86,BACRE,29.61
W35U4,AG4UO,37.28
07EBM,IO2GM,11.50
QLP43,X11CB,159.76
ONX5W,IDLFA,55.67
ZADSK,UBQM1,43.40
0W3L0,TH15H,209.90
A0AV5,4DHGB,86.04
CVQII,NTHDS,55.00
U1VZD,OF0R3,5.77
C9128,FYAFT,40.48
MJJXH,45E8Q,134.14
Z9512,DJFSR,72.50
DDH0C,81WFE,97.20
0LH8Q,08TAJ,233.68
JN0LG,GB06Q,15.36
7ZEZ2,BJM0X,29.30
BQMU0,DB9MM,14.28
3HXMS,S8L2E,9.90
BETW5,HM8ZN,207.51
F1AJZ,3R000,67.20
XVO12,6OJUA,22.47
M0XRR,SKW7B,46.30
EUC5W,72EKO,7.10
UB1BJ,82K65,6.93
10J4L,CNL38,76.23
LQIRO,6FBDW,65.09
TM2GE,66PQT,60.40
D82X2,0E0QT,6.93
F623G,3ZHC9,29.68
YUBHL,72TLV,15.76
RUVQL,6XJGD,32.18
JBOZ4,E2R8B,2.97
DR4QE,2UGD0,94.90
CU0NU,OFNL1,69.68
TWW9T,F6DOB,0.99
09UDO,79QFR,9.25
NP78L,F8U4R,53.52
0LH8Q,4MK90,3.96
V1IGF,IX7Y2,20.68
KJCO8,K88RV,15.18
VF7QU,C9I37,195.22
U272F,WNW95,34.68
9EIE3,XS0RG,28.91
3BLAP,ARL3N,24.16
32U0K,AAC10,17.48
C1PYQ,Y8ZXX,29.55
D1986,419GN,17.61
18CPE,R9WZB,6.34
1R60L,UI3L2,34.36
46VF8,KEUKH,3.96
XM7T0,36RRL,177.56
90P0K,BO2MS,25.62
STJPU,N3CNG,62.01
QGI6R,O8GBU,28.21
NS5H2,L4HUM,28.35
316HP,XEP2S,81.23
W9HTL,3EL8B,24.15
JVN1X,DSC4O,36.50
XMUA6,38XVL,19.88
Y86VC,TM6DF,54.40
B8729,DIZ9U,83.52
Q7AAU,3AXDA,23.45
5M475,2YKOT,36.36
9HPAS,WKJ3H,49.32
GUSJG,9ZW70,22.68
5M6TO,PPZQB,63.92
O8WX1,Q4ITR,253.20
GBPXS,G04KD,10.64
KXPC6,LCD2A,32.34
LUOJX,25KQ2,45.63
9NB39,WUQ7L,44.40
6E25L,YSLN9,29.90
XMO98,CSTKK,20.64
VWX7F,XR9K2,13.36
S7FBO,K3F39,196.44
G3O6K,7DFIP,6.12
PATJ9,ZI4FE,54.70
XNX9O,SESB8,10.50
LKAQP,4PR36,5.94
ZDHL6,US31G,21.80
XYOAS,02OS8,31.44
43297,0F3IK,18.18
VXEYJ,A36Q3,55.86
P92MD,4GTG0,35.63
7OHP7,RSWPY,109.62
JU4V4,6XKEM,10.00
OX9CX,J5FHC,28.32
467DS,YR94R,8.70
KT6CA,602JS,5.16
DW6QB,TU123,13.44
3UN1N,ACX1A,7.70
S5TMH,LO6IY,22.14
8UWNK,Q5YJV,49.90
017IR,8LZRA,31.00
UEO2V,7MO3V,22.15
KFCOW,94WZM,36.55
GI9V3,HQIFD,51.24
KIZBG,SM7P9,31.60
0TWYI,JXRMP,21.51
763SO,5GOTX,5.29
E40DO,8DQ1X,38.15
G49Q9,VJUTH,285.08
XGIEI,B1FW4,67.08
GRF4S,8GJMI,31.22
QTJW9,8Q8B6,44.00
GISB8,MN48N,53.94
UOLM7,C7J8X,42.11
ZUB3A,5IQQ6,63.50
UJJ0N,I6JBS,32.70
UMG06,PKMH9,29.48
P9NHT,CAW3W,99.94
GU88F,O4SRD,54.60
FNU50,ABHQO,56.34
QMICH,4JR73,10.95
5AOX8,K654T,18.20
6Y9PG,9E683,17.19
MH6XI,EXCZW,7.92
QNG3F,TAJTG,15.28
JST9C,CQAFE,152.47
IBWSH,75590,65.11
SYJWV,1Y34G,44.28
XR9JJ,SGEJ0,203.57
2F3UF,AV4OF,37.03
XXT85,AJSIX,60.24
73M0T,QOPFZ,69.06
9503W,9KY8B,4.20
RLWUB,IMTR7,113.16
O39S0,RRVQ9,27.81
GOBJH,B09L2,25.20
2ML32,4SERU,2.58
JM7HO,BFITF,115.62
ERX5N,Y6UNS,6.70
JUV9N,F3EPU,95.95
A4AW1,YZ8RE,56.64
UP5LK,FIMIP,25.60
IIN44,YZJUN,47.97
B0FU9,27SYZ,8.40
IXTJ9,PREYT,16.20
SX8CZ,UI12R,31.58
JZYF3,QDQXA,12.32
KQHF7,XOERB,49.21
9FUHS,BDDZD,13.23
NL4VD,2DZMT,41.64
ZO1XW,GG0VF,35.02
BGF4D,8SDY3,36.93
02179,9XX11,18.00
1YVDN,XRXF7,51.52
7XQ3I,JL6PN,49.86
26CVS,BFTMY,42.70
KBV9N,SUL34,5.94
O9T0E,1HI3Z,41.55
ZQGVW,ZCNO4,58.72
CU0NU,5OD58,54.36
WVT1V,JS8HL,233.07
6MYJZ,7IYT5,13.35
A7X08,932F0,30.40
WQFU4,08T48,246.15
7XN14,VFK3A,32.55
SM9YZ,EOEU9,9.24
EGCJL,BG79O,5.91
ICPQZ,GV625,181.90
8K674,PDPVG,16.44
SBZIV,J4R4Y,241.64
X0CX0,BF0HL,1.85
UOGAI,919G7,14.00
QZP77,05CTL,24.36
NGN4Y,F4ZTJ,23.04
5EWGD,XJBD2,22.67
YA1SW,MOARB,45.66
QQQBA,7MGRK,26.48
A5EGY,V8K2M,28.49
Y24LT,C6VYZ,6.93
PGK5E,6D9PF,33.04
3GWDD,CJQZ5,44.20
MBYBH,RNX3L,38.70
OMOOT,RX7YU,29.00
WC9R5,8310U,25.11
DQH6S,L74OK,43.98
E680N,V2QFE,9.90
FABMI,G3XVQ,64.20
Z20RE,ZZ6W2,4.20
QEFS8,QYRGA,7.07
49RM2,LR7ZD,65.94
BWV6H,FX7GF,66.24
HOGTV,KCZL2,6.06
LAMNQ,8BIHX,274.82
7JM90,L60H0,20.30
GW2PL,FWNMZ,169.64
6YW9B,YHJH9,7.26
479GS,0TQ2W,117.96
XT38Z,JYL2H,42.42
RIB2M,I6H7M,63.99
3PB90,2USWG,36.05
LYJMG,PZH7O,26.30
T060B,MTUFC,15.20
6ZRG4,7Z8F0,20.56
DI7JH,L8FNY,12.66
CUCQF,GD4PH,4.56
577DF,H7X4Y,50.32
H50XK,G5Z2H,9.90
HJEFN,VNANM,9.90
1GJPV,W0PS6,115.30
63SY1,HY4TV,43.02
316HP,XFAVE,87.55
PF1X8,2ROLG,15.25
VW2PP,7CW72,44.28
QADNH,IYFS0,80.55
6PPN0,G52WV,69.40
B3U9P,W1L67,20.40
OD7BR,0BV92,51.84
FVHJP,1ZT0V,66.18
LI1MW,XI3QO,13.74
KJ4X0,3X6K7,8.91
SBUV0,5F6ZI,94.76
8T78C,PGU95,25.69
C9KK8,BDX53,25.65
U796E,A6KK6,46.83
VKT3T,RS45Y,166.05
DM1R0,VYAVL,72.32
3ECWO,ESSNC,78.10
F5NR8,K7X4G,30.50
39BB9,HU0PR,129.90
ONX5W,DJMO7,4.95
UBYFJ,AWZYZ,10.89
TTGHF,YA4Q4,98.34
PUNDM,PMLXX,150.02
HB0R1,1F9PL,85.30
QU00Q,N14J1,25.56
OGS7E,SJ16Z,213.60
W2OAD,9NVMO,56.56
YHZ34,OR9E9,25.76
3FUSE,5HP8E,10.29
TP0RZ,LEL1P,83.00
GF6F8,SDYDQ,53.64
CZRGJ,C4685,36.33
VI0RI,USKQQ,8.85
A0MW9,OWZC1,15.84
LFVWA,Z8BA5,378.34
O2R9O,JEAEO,13.47
KMD2W,VPCQB,46.50
DE4NG,T8E4D,11.97
CFTUT,YZLDU,30.90
TM2GE,OPZHH,12.25
EWVMH,B9SI1,71.12
N09SJ,PPPIN,13.48
NC3R4,F5T6L,425.13
GIQUG,Z2A3J,66.02
WV78O,T61U6,24.69
DM1R0,RZKGA,50.10
XT38Z,TGLC7,0.99
YABIO,BBWSZ,21.06
RJ1C1,IWEV9,13.69
1A5J1,ZZ5S2,9.66
PZSUM,3OOGU,21.24
JMSBD,TR27L,17.20
ERXAA,UVRCP,8.00
HIWXD,2XRWT,30.96
P2WQ8,NBQZQ,20.58
92FT4,L8GDK,132.21
87DLU,5NB8Z,40.41
HZUF2,RGK08,50.74
CVTDF,EECXF,137.22
LX0ZO,LKGYA,41.40
BV1KQ,JBDCQ,93.85
OLS4J,YQNWI,20.10
90YS3,YRRKY,79.02
OHPMP,PTNFO,116.56
DGGPT,SF550,42.48
O1EWF,ENP6C,175.23
91H9E,41QFH,10.16
Y959G,M81OU,12.44
WTJMD,51QYB,8.85
DNSQR,TKILE,2.97
3GXHB,1AR40,283.51
EDIHT,I2XGU,6.20
E20T6,YLGFK,23.52
HZR9U,0DWPC,3.96
GO41U,M7720,7.14
Y3WYU,YBTOE,248.45
KD97D,ZOBGE,22.85
E42JX,L8IBJ,41.04
6BG4S,I2UEC,27.23
23DVK,N042E,13.01
Z1351,VGGXK,24.00
XXT85,GC0YB,65.30
SUBDE,XA52W,2.97
YTS8S,VPJZX,10.01
5NWDL,XULCX,16.50
3NRG2,K6J93,77.93
DZHJS,Q6GUC,9.44
TU6DB,6114K,8.08
VMSXU,P26R4,62.24
O710H,OKTKP,69.90
O8M8T,0V9TN,66.41
P3JMP,M2UGM,24.92
ODC3W,CR7BS,1.98
S39US,8HENV,113.58
W8DMQ,EMO36,38.34
PAYC9,DPHER,23.04
SP00A,8SXO1,71.61
QFT7M,42CKY,74.34
WJNCS,SA7OS,35.27
KRLJ1,U1JQH,29.76
RFPMM,6IWLA,4.95
82B28,VP8DP,36.33
R5REE,HQCXD,30.84
WPIO3,ORAMX,131.79
LE8EI,L8VWZ,23.56
2BZ1L,E8Y5S,29.79
AR01U,JIRJL,6.24
KKB92,G8KDN,114.94
D2Q2M,YUPTE,10.04
V2M4M,UT9TO,9.73
0434T,GE3XW,17.57
31BAD,36JOR,3.34
1A5J1,69FDD,18.10
FVYIF,3JII7,43.47
W13UJ,P193C,80.11
7VXSX,3H5FL,7.09
78GPF,3B5AS,39.41
JSM8J,D5D11,67.02
515BU,BWX9N,53.84
M8B06,ZM4PL,88.17
VI2VN,PBXC6,31.07
E4TYP,BMLXM,38.07
O7TE2,DESN5,20.30
CPQEB,VDLSH,195.00
HIWXD,XA91R,29.40
SF3PY,SOOIH,96.92
MS6CK,O11GM,41.16
8I9NF,ZJHYC,42.70
OUOJF,L5673,5.94
FZB23,XDPAA,61.86
KB8R8,EQ128,85.52
Q4U0S,6ZWGV,36.48
YWTWX,I4HFD,110.80
8I9NF,II6B3,18.21
9KYMZ,1WTWL,89.37
K5365,GBW6P,70.02
RFPMM,28GES,34.81
JLMJU,RYG3Z,20.00
3MODL,LAC6W,22.68
QD0E9,E2DP6,6.36
OF8DS,M9LUU,54.78
56318,88H2T,108.87
1UJX9,744XD,11.36
W0S1A,X8MYK,46.10
MD49I,RP7CU,51.80
H539O,613G1,57.25
0MAO4,WMJA4,21.96
S2K29,HV9PW,140.16
7FH0K,RTBEZ,23.25
S6RH1,40PKT,87.09
XKBQL,4BU7C,0.99
H2RXT,TVVRB,85.80
PLJ5Q,FKGYT,39.44
GS65P,9OGOL,8.55
474G2,7O1DP,148.47
ILP5K,VM20A,26.46
PVILZ,GSXVE,18.99
QVRV5,RVQD1,9.31
C6SXM,AYT7Q,21.84
4L1F3,SBG54,192.04
SYUDX,6KNHB,26.00
NA40X,1H613,38.12
W8G0P,2G71P,49.42
K3PE1,W7SV8,31.15
K3DOV,DAYY1,8.64
QT2UT,VI0N2,46.80
C8L48,JB8NE,131.76
02RAM,AT957,17.75
ATMRJ,U42UY,4.05
P3JMP,NNK9X,69.09
9AKRA,P1LEH,11.04
33AMN,K4SOY,68.21
XO3DS,6RC6E,31.36
Y4QGH,T4TWS,16.56
UUQ9A,EQPAU,21.18
PGK5E,EY6NU,28.70
USOFP,6OA1S,53.70
0JGL0,UJPYG,10.56
UZ98R,V7EN2,5.94
4C4VM,QZZIO,23.25
