order_id,total_price,time_placed,pickup_time,customer_id,shopper_id,state,license_plate,store_id,time_fulfilled
TPHA2,201.74,2019-01-14 16:18:55,2019-01-14 18:56:35,QOEP5,V35TG,NM,03L Q90,MY9U5,2019-01-14 21:22:02
3VFAR,141.67,2019-01-14 16:55:48,,YZOY6,LI1MW,WY,RYW 202,4SRHC,2019-01-14 22:55:16
6LA0M,76.02,2019-01-14 18:47:19,2019-01-14 19:24:03,S00SO,BQHN5,VA,6752 AN,HWXUV,2019-01-14 22:50:11
9BQPH,15.80,2019-01-14 19:41:21,,OO8ON,FZ9NL,CA,KQR 445,Z4BL7,2019-01-15 02:07:56
WC2LU,21.00,2019-01-14 21:42:56,2019-01-15 01:44:38,ZW8AJ,AWCA1,CA,K76 4GH,DQATU,2019-01-15 05:41:00
59DG2,22.40,2019-01-14 23:26:10,2019-01-15 04:59:08,1TBWL,9N633,CA,X58 6NY,VDLRR,2019-01-15 08:56:05
USY5E,42.66,2019-01-15 01:50:59,2019-01-15 07:03:27,XV2WX,8SJGW,CA,JRE0728,ZV68L,2019-01-15 09:03:01
MR63T,18.40,2019-01-15 01:53:41,,ERXAA,IVAK8,CA,EV 57378,XGW8A,2019-01-15 08:10:37
FXMQE,14.97,2019-01-15 08:59:30,,6M4DC,ALLL5,CA,EO 51400,I9XF9,2019-01-15 12:16:48
B9D2T,30.90,2019-01-15 13:55:56,,IJPJZ,T49S9,HI,MJS 829,7O7TI,2019-01-15 23:25:34
5GYI3,9.25,2019-01-15 15:17:38,2019-01-15 20:02:01,JKXTM,DVVFS,AZ,BGD N83,0OENH,2019-01-15 21:46:56
C7J58,210.69,2019-01-15 16:44:40,,1IJBD,MPSWT,CA,ZRU 761,VB0UG,2019-01-15 20:41:07
GLYM6,32.20,2019-01-15 22:06:43,,HV56J,VOMZD,SD,94-E537,P87YO,2019-01-16 05:46:29
YCY06,82.56,2019-01-15 23:00:00,2019-01-16 00:30:40,6XW8M,B7KXS,ID,ZA 58095,HU152,2019-01-16 03:17:05
SEC3Q,61.65,2019-01-16 02:55:53,,CHDSM,DVVFS,CA,02J TQ1,0OENH,2019-01-16 08:51:26
IQB00,55.60,2019-01-16 04:40:15,2019-01-16 06:20:07,G1ADD,OKNGF,CA,GID-422,9WUOO,2019-01-16 09:45:05
J4664,37.68,2019-01-16 06:49:54,2019-01-16 10:11:50,KYNVG,AIS2H,TN,S72 8UA,SFZ1F,2019-01-16 12:29:11
8Z50W,29.70,2019-01-16 08:11:05,,CM10S,1ST9R,CA,412-ZMN,ROL71,2019-01-16 18:28:25
BCGQD,10.26,2019-01-16 09:49:06,,EL6UJ,ZN6KL,CA,1HP1663,Z4BL7,2019-01-16 12:32:18
XZ45V,11.92,2019-01-16 12:43:56,2019-01-16 13:31:29,TUF4I,OLLXJ,MS,146-CQK,TDP0A,2019-01-16 13:51:37
R9YSB,26.58,2019-01-16 12:59:31,,RUBIO,GU88F,OK,LQW 1771,HXUP6,2019-01-16 20:39:41
PJ1PZ,29.79,2019-01-16 13:10:37,2019-01-16 18:34:29,8PIDX,6XW8M,CA,3-57101,TUO27,2019-01-16 23:26:44
NHW99,19.86,2019-01-16 14:13:16,2019-01-16 17:34:17,X77XF,DSBX4,CA,0-1051K,FWJY6,2019-01-16 19:37:18
GLZ1B,46.97,2019-01-16 14:46:49,2019-01-16 20:30:45,JSX1I,T6YDW,AR,5052 VC,NBO2D,2019-01-16 23:35:10
3ITOD,56.42,2019-01-16 15:37:12,,4VAFQ,PCN8U,CA,QG2 3406,93WBS,2019-01-16 20:00:48
8FB0W,230.98,2019-01-16 16:45:45,,DBU59,1MMMT,CA,011-ENS,I1LKN,2019-01-16 22:41:03
H0EOF,50.49,2019-01-17 01:18:31,2019-01-17 02:46:05,YQ9UC,NN4YR,CA,OP-9664,LXWG6,2019-01-17 06:26:11
E1A4U,4.50,2019-01-17 01:31:30,,UP5LK,AVLMD,CA,8-20586,BNDY3,2019-01-17 08:43:09
LGRPU,1.98,2019-01-17 05:44:03,,WVYOG,LDCXZ,NH,43Q•366,A6K1H,2019-01-17 10:40:50
MYPGP,131.70,2019-01-17 06:18:19,,JBKA0,B41K6,CA,006 ZHY,6QSXS,2019-01-17 14:02:48
6V3XN,30.38,2019-01-17 07:58:23,2019-01-17 08:11:47,26AHJ,HBLJU,CA,KPQ 256,IMHW1,2019-01-17 10:27:51
V8JQ1,7.92,2019-01-17 08:40:52,,O9T0E,O17EK,AR,398-MLS,C7KJY,2019-01-17 14:40:02
6THLT,231.60,2019-01-17 09:55:17,,XL0IZ,SK4KI,CO,7VCI 64,BTSUW,2019-01-17 15:01:40
AOCQE,84.56,2019-01-17 12:18:38,,UFLXY,8O0WG,WV,9LA A99,14VAS,2019-01-17 22:40:19
CSOYJ,20.55,2019-01-17 13:21:51,2019-01-17 15:41:24,5XMR2,QXM28,CA,YMM 996,VDV4X,2019-01-17 19:11:33
9S39A,13.75,2019-01-17 15:39:55,2019-01-17 19:23:11,GPIMB,8GTD0,MN,EY 5734,6Q67U,2019-01-17 20:15:32
Y0Q4R,152.80,2019-01-17 16:11:11,,HG6LI,KNBNP,LA,82-88836,7SDSK,2019-01-17 22:49:44
U0YI9,15.28,2019-01-17 16:24:56,,6I2TW,02C6X,VT,WBE-7960,XTT7N,2019-01-18 00:02:38
B3WSH,97.93,2019-01-17 18:01:18,,9H6R8,ZTN0U,RI,230KZ,FNJXE,2019-01-18 00:22:40
GRCR2,3.46,2019-01-17 22:02:38,,6Y9PG,7NH4D,SD,KGD9912,6CH7I,2019-01-18 03:20:44
SPIEW,1.08,2019-01-18 01:31:44,2019-01-18 04:19:06,11BJ5,7WK8W,AL,302F1,LKTXB,2019-01-18 05:50:10
GAVK1,39.52,2019-01-18 06:07:00,2019-01-18 06:17:13,NOHPQ,ED0SR,CA,PMY-670,7LKQH,2019-01-18 07:46:42
2ZMZE,37.59,2019-01-18 06:36:00,,8T2WF,FGYNW,AZ,22-3633A,7ASSJ,2019-01-18 14:22:37
4L5US,63.12,2019-01-18 08:01:29,,YGHX3,JVN1X,CA,774-QKJ,C6EQ7,2019-01-18 12:57:49
20C5D,30.78,2019-01-18 10:31:55,,6PPN0,SK4KI,CA,X 270696,BTSUW,2019-01-18 11:19:13
W4GZL,133.41,2019-01-18 14:24:23,2019-01-18 14:43:51,H3O1X,0UM01,CA,642-DIA,717T9,2019-01-18 18:36:28
49OWY,66.33,2019-01-18 20:36:35,,6V6E2,0UM01,CA,3M 8452N,717T9,2019-01-19 04:14:07
QMV7P,92.34,2019-01-19 01:05:37,,494VG,4CD2W,CA,BA 5947,CQTM4,2019-01-19 08:24:42
HRLJY,14.35,2019-01-19 02:22:46,,Q4CAC,I3NZB,CA,HTM 062,XSFYQ,2019-01-19 06:10:32
6X6EG,13.18,2019-01-19 03:30:05,,K7FP8,FKII9,CA,0-0653O,P1Q9D,2019-01-19 11:05:38
7LD2B,217.35,2019-01-19 04:07:02,,1IVOT,34DA5,CA,986 WUJ,OSKEM,2019-01-19 10:31:33
IM93I,41.31,2019-01-19 05:30:30,2019-01-19 10:15:36,PQJCS,DVVFS,NE,GH9 S5M,0OENH,2019-01-19 15:34:30
D48ZI,10.55,2019-01-19 06:08:34,,YHZ34,MPSWT,CA,BKY 595,VB0UG,2019-01-19 14:37:34
WB0HW,38.79,2019-01-19 07:31:18,,6PI7K,SM9YZ,DC,LVP 111,2TM62,2019-01-19 10:29:51
J9HA4,13.20,2019-01-19 11:04:24,,7VMFA,NR6CU,CA,ZTG 810,XUMD8,2019-01-19 16:27:40
B9WCE,198.82,2019-01-19 11:41:13,2019-01-19 14:30:52,ICPQZ,VI2VN,NH,6HO D13,O8P7C,2019-01-19 17:33:46
TVZ6Y,77.86,2019-01-19 16:30:13,2019-01-19 20:44:44,1RMCX,DSBX4,CA,UO-8497,FWJY6,2019-01-19 23:52:11
EDT3Y,10.45,2019-01-19 16:44:04,2019-01-19 21:26:40,DIF6X,UP4QM,CA,995-KCL,0N43T,2019-01-19 21:35:22
XPYDZ,114.90,2019-01-19 19:23:58,2019-01-19 22:50:32,9M2CI,UUR4D,CA,133-KKN,BSSBT,2019-01-20 02:32:17
UL9R5,110.16,2019-01-19 22:01:03,,2VTRQ,CCEUY,CA,0927,3PQ8F,2019-01-20 01:45:51
GECK3,4.71,2019-01-19 22:09:08,2019-01-20 02:20:16,O9413,NJ1VR,MT,844-DLW,36BGX,2019-01-20 04:12:51
CT7IJ,51.30,2019-01-19 23:06:56,,RUL8A,BUIDR,CA,LRL 728,7O7TI,2019-01-20 00:54:16
THPII,83.02,2019-01-20 01:28:55,,2BVFH,4H3OB,KS,KZG 263,4AOVR,2019-01-20 06:13:32
CORSS,16.56,2019-01-20 01:40:20,2019-01-20 04:05:04,KYBF4,K4W5W,AK,PI 0770,C6EQ7,2019-01-20 05:40:19
WUSEV,5.82,2019-01-20 04:23:02,,PGX8Q,R47CP,CA,9959 GJ,UU677,2019-01-20 16:10:03
C2MVF,165.28,2019-01-20 05:26:08,2019-01-20 06:50:58,FRDEW,KB3CZ,CA,KIS8687,HD3J9,2019-01-20 07:24:49
40IS4,7.20,2019-01-20 07:22:55,,KPZII,K3UZB,CA,752R,J3JKM,2019-01-20 14:28:21
I8FT4,65.40,2019-01-20 07:30:11,,C61JO,QKT9C,CA,64-6748W,F56Z4,2019-01-20 17:14:12
HXEDZ,30.42,2019-01-20 08:39:39,,2FVX9,WQUY3,CA,ATM-5934,Q3MKG,2019-01-20 13:00:44
TSSXA,52.96,2019-01-20 09:08:04,,AVLMD,6VW4T,KS,11QO4,LHSWE,2019-01-20 11:49:55
VFW74,205.52,2019-01-20 10:01:20,2019-01-20 12:56:29,GWPT3,5XRCJ,ME,774 YPJ,UTTGU,2019-01-20 14:28:45
WGZBX,12.00,2019-01-20 10:36:21,,XN8HO,P5Q44,CA,77GS300,3XUGZ,2019-01-20 14:33:37
9KCP8,20.16,2019-01-20 11:30:13,2019-01-20 12:10:10,OI7AP,04H5M,CA,53-57600,H6IY1,2019-01-20 16:26:01
OTF6Y,16.08,2019-01-20 11:53:39,2019-01-20 13:49:53,QH3HB,BIWA5,WA,539 VOY,0PHNB,2019-01-20 19:21:10
1SUDA,10.92,2019-01-20 12:11:22,,WW7FA,C3VBR,CA,HMC 836,792C7,2019-01-20 14:22:30
6VQH1,31.71,2019-01-20 13:08:32,,7DLS5,AIS2H,CA,81-44614,SFZ1F,2019-01-20 19:17:28
YBEJ2,13.08,2019-01-20 13:19:23,,J1XN6,7RVJN,CA,462-TSN,ZLYE6,2019-01-20 18:49:07
GKIEN,2.97,2019-01-20 19:48:17,,2TELE,9MHZK,CA,5AD E05,WGN08,2019-01-20 23:16:37
KTE3F,53.97,2019-01-20 21:02:28,2019-01-20 22:43:29,ZB1G7,5OQ73,CA,LOE 8234,7RAE8,2019-01-21 03:40:44
E410Z,12.96,2019-01-20 21:33:02,2019-01-21 01:01:08,BTXH7,W0V3C,CA,025 NJ0,C4N2L,2019-01-21 01:15:50
NQSIV,19.36,2019-01-21 02:32:11,,9N633,4IT2L,CA,FPH 590,TBOG4,2019-01-21 08:59:15
N02GZ,19.80,2019-01-21 04:17:04,2019-01-21 09:11:43,OUOJF,HW29B,CA,147LXY,1U31K,2019-01-21 13:44:18
R1BMS,1.03,2019-01-21 05:11:26,2019-01-21 11:00:00,O710H,RUQ46,CA,108 COZ,RWK79,2019-01-21 16:14:45
2FP4N,158.05,2019-01-21 05:15:42,,A91V1,FGXTB,CA,JN 7770,A2QI5,2019-01-21 11:14:30
SU91A,41.80,2019-01-21 06:20:22,2019-01-21 07:47:41,5XWWE,67LDL,CA,066 FUN,HQCMP,2019-01-21 09:04:00
LKHXI,48.92,2019-01-21 07:56:33,2019-01-21 08:41:24,K5PPC,1TMXQ,AZ,079296,49TNX,2019-01-21 14:00:08
HU4ZV,104.88,2019-01-21 08:51:33,,C8L48,7BDBG,OK,322-KLW,OVSIS,2019-01-21 15:11:00
EVF2Z,91.92,2019-01-21 09:45:40,,7VXSX,YUQSE,CA,GQD-845,6DT5L,2019-01-21 16:46:48
3NDIX,27.36,2019-01-21 09:47:30,2019-01-21 12:28:01,49RM2,KB8R8,CA,5KAT 87,J30MG,2019-01-21 17:46:10
T6CO4,43.83,2019-01-21 14:05:59,,OD7BR,MX4YW,CA,95A 331,BIBX4,2019-01-21 23:43:26
OIWPJ,28.14,2019-01-21 14:13:34,2019-01-21 15:33:35,2ZO9T,YHZ34,CA,98-92700,P4TYX,2019-01-21 18:03:52
1FDJM,2.96,2019-01-21 17:14:15,,FUFJN,QD0E9,CA,059-TXCL,32YZ9,2019-01-21 23:06:40
1AYBE,27.57,2019-01-21 20:27:43,,8AG19,1MMMT,CA,066XIQ,I1LKN,2019-01-22 03:41:58
UT8GR,48.37,2019-01-21 22:01:42,,PSNKL,X8M8Q,AZ,9OT 836,WG5N0,2019-01-22 03:22:01
T9KZG,26.34,2019-01-21 23:46:48,,UZR2N,T49S9,GA,025-UFH,7O7TI,2019-01-22 09:21:23
U8A0V,8.91,2019-01-22 01:41:59,2019-01-22 04:49:06,XKBQL,FTMB8,ND,526 PJD,DSKWY,2019-01-22 05:34:31
R19Z7,70.25,2019-01-22 01:58:19,2019-01-22 03:29:15,0BE6Y,PR0B4,CA,SXU E59,M8P84,2019-01-22 07:40:41
FJLCX,144.25,2019-01-22 22:00:04,,ORKT1,QEEUO,LA,D38 0FO,QTB4W,2019-01-23 05:56:28
HZSAB,12.24,2019-01-22 22:51:21,2019-01-23 04:19:40,U8OHU,QEEUO,NM,C 845766,QTB4W,2019-01-23 09:05:36
HZZ4E,55.17,2019-01-23 01:54:14,2019-01-23 03:12:19,SDJ8A,LPT1R,CA,95-Q069,N5V0S,2019-01-23 07:00:45
JW2CL,40.52,2019-01-23 02:43:52,,0IJE5,HR35R,MN,I38 4AX,0K71G,2019-01-23 08:08:56
KLMR2,45.90,2019-01-23 07:04:30,2019-01-23 12:32:45,CJEKJ,SJIR7,CA,QEK-340,Z4BL7,2019-01-23 14:59:46
7NYYW,33.35,2019-01-23 13:53:53,2019-01-23 18:16:29,P92MD,HW29B,CA,NI1 0654,1U31K,2019-01-23 23:52:31
L7BKW,45.81,2019-01-23 15:03:16,2019-01-23 19:11:59,0SKV5,SIKQI,CA,AV7 S1S,VHNP8,2019-01-24 00:25:46
0LVI7,13.88,2019-01-23 20:01:27,2019-01-24 00:38:33,L7ZTE,D6WUG,CA,4RU 049,4FJF2,2019-01-24 06:04:07
RPQ27,11.10,2019-01-23 20:48:11,,5QBLE,IANX5,SC,VJI 5991,9UIH0,2019-01-23 23:47:44
AWP6F,39.60,2019-01-23 22:56:26,2019-01-24 00:19:28,VHW3D,PY1D7,CA,6HD H88,2IMPZ,2019-01-24 02:36:40
S2Y2Z,23.13,2019-01-23 23:08:53,,P5PGZ,ECOXA,CA,YHK 873,3II5S,2019-01-24 05:56:59
NK9HI,43.70,2019-01-24 00:23:14,2019-01-24 05:51:50,XIOBY,3PNJ8,CA,319-XNV,3WGHH,2019-01-24 11:44:14
8N05H,61.82,2019-01-24 02:12:03,,S6BB1,WGUTR,CA,270 6530,T1XVJ,2019-01-24 07:19:23
BKKNS,26.73,2019-01-24 02:29:40,2019-01-24 05:18:34,P58U3,Y8JU3,CA,LI2 1023,ZNOFW,2019-01-24 09:42:14
V44K5,26.25,2019-01-24 09:58:49,,07UK3,HR35R,CA,PDE-2239,VCL23,2019-01-24 17:30:07
PBY7C,233.44,2019-01-24 10:05:48,2019-01-24 15:15:53,FB7NN,LYKT0,HI,NIY 127,0PE4W,2019-01-24 18:37:08
MI4H4,21.10,2019-01-24 10:12:53,2019-01-24 11:13:49,4U1YY,ORDVS,CA,PCY-415,N4JNH,2019-01-24 12:24:14
NS73B,11.94,2019-01-24 13:26:07,2019-01-24 19:22:04,XM4JB,VK3RS,DE,45-79660,3XUGZ,2019-01-24 20:03:42
H9SRX,21.18,2019-01-24 13:34:29,,V9XVQ,XDA65,CA,2Y856,O8P7C,2019-01-24 17:45:53
SBZGC,3.72,2019-01-24 14:38:05,2019-01-24 19:39:20,BCVL1,LS3PK,CA,XGN 631,9UIH0,2019-01-24 21:24:23
KQ9ZI,226.39,2019-01-24 15:37:36,,AK72P,A2JRQ,CA,CB 45447,E0HTC,2019-01-25 00:20:15
73YD7,16.76,2019-01-25 02:34:53,,WWTCD,MDGBZ,CA,2535,2K77Q,2019-01-25 08:10:55
1KWZZ,11.27,2019-01-25 03:03:38,,EIGF6,OWDJI,CA,105-BKO,J3JKM,2019-01-25 07:04:26
WI7ZD,101.37,2019-01-25 08:09:10,,BMQNA,76ZGA,MS,431 EXG,SV681,2019-01-25 13:00:13
GDAF9,18.90,2019-01-25 09:28:58,,ZYUDS,PO8AI,NC,95Q C26,2YRRD,2019-01-25 11:19:11
3UCF3,162.34,2019-01-25 12:18:31,,B7KXS,3CQPI,CA,3JK 618,P4RIP,2019-01-25 18:23:18
QT5BJ,26.55,2019-01-25 14:02:50,,9WX7D,SMBS5,CA,RGG 381,ZU9IP,2019-01-25 15:50:04
SS9MG,98.90,2019-01-25 16:04:28,2019-01-25 17:41:38,GBPXS,8FZE6,CA,VMX 226,UTTGU,2019-01-25 19:24:12
C7JZ4,21.41,2019-01-25 20:11:43,,5J1L3,S8FF2,OK,219-HVO,YC3AR,2019-01-26 02:58:37
3LOLP,92.23,2019-01-25 21:52:17,2019-01-26 02:15:01,GMLU5,Z6X8K,NE,516 GPV,A4BUV,2019-01-26 05:56:24
YX6SW,225.73,2019-01-25 21:59:58,,RBHAX,XSE5T,IL,4GT2655,32YZ9,2019-01-26 02:46:32
VOV7E,0.99,2019-01-26 00:21:33,,GZ3C9,ZJWLB,CA,5KY6958,K7GAU,2019-01-26 08:28:58
MXRW0,13.40,2019-01-26 04:06:33,2019-01-26 04:50:22,MDEOI,Q69AZ,DC,SAB-426,J6HSY,2019-01-26 04:52:54
USG91,24.22,2019-01-26 05:52:50,2019-01-26 08:19:41,3IAOM,FGYNW,OR,AOB 174,7ASSJ,2019-01-26 12:22:50
7D9K9,30.90,2019-01-26 09:12:25,,Q4O62,AIS2H,CA,8V EL363,SFZ1F,2019-01-26 10:52:14
9YTP1,31.23,2019-01-26 09:15:25,,FAEQ5,JKCG6,TX,7XM 115,D2TKQ,2019-01-26 12:43:46
ZEQFC,22.15,2019-01-26 11:36:06,2019-01-26 15:27:03,CYALX,NRW96,NJ,168 NFZ,QOJK3,2019-01-26 21:21:19
QHM9V,28.73,2019-01-26 13:06:29,2019-01-26 13:16:04,XV02X,ORDVS,CA,64-XA61,N4JNH,2019-01-26 15:29:01
R3Q8S,25.28,2019-01-26 14:35:06,2019-01-26 18:07:15,E680N,ZZUG5,CA,427 ZDI,SEAXT,2019-01-26 23:47:48
9HP0R,46.88,2019-01-26 14:43:27,2019-01-26 18:58:05,FHK59,UKPH3,CA,LAZ-436,I22U5,2019-01-26 23:06:57
COXEN,29.85,2019-01-26 15:18:08,,PPECZ,W0V3C,CA,KBZ 027,C4N2L,2019-01-26 22:47:36
LOFD1,121.80,2019-01-26 16:49:25,,TV32Y,80RYL,CA,TSJ 031,AR4Q8,2019-01-27 02:25:52
HT50K,6.86,2019-01-26 17:05:36,,J3IUE,VI2VN,KY,TDW-024,AJQRT,2019-01-27 01:25:59
HCPIH,4.57,2019-01-26 17:44:32,,RDY6D,FPKSJ,CA,UOS 622,XV82A,2019-01-27 00:36:03
SXFJZ,13.40,2019-01-26 18:43:17,2019-01-27 00:35:23,96F4N,TOC4X,CA,IKM2371,48V79,2019-01-27 04:46:26
7FO1D,3.27,2019-01-27 02:20:29,2019-01-27 06:33:37,T9K52,02C6X,CA,623 POP,XTT7N,2019-01-27 09:56:04
M5XGX,48.42,2019-01-27 02:42:05,,KUWJ4,6WO13,IA,114 YNX,4CZ4G,2019-01-27 05:45:33
KMYHY,2.26,2019-01-27 04:22:20,2019-01-27 05:05:24,H4UJ3,AZJ9T,CA,56-UI51,S6WJO,2019-01-27 08:19:01
2D0A7,23.72,2019-01-27 11:17:24,,Y3WYU,UKPH3,ME,073HHJ,I22U5,2019-01-27 21:48:04
PZCDQ,25.50,2019-01-27 11:29:36,2019-01-27 15:05:08,PWE0Z,YN3B7,TN,JVI 461,6KNFC,2019-01-27 20:37:31
YFCDF,67.70,2019-01-27 17:12:07,2019-01-27 19:19:35,PWUPL,1N1CN,CA,189-WMVP,RZFLW,2019-01-27 20:06:46
18QAM,8.04,2019-01-27 18:25:39,2019-01-28 00:24:19,P3JMP,Y2A63,CA,794 PHS,Q1LI3,2019-01-28 05:28:38
7LJQP,13.23,2019-01-27 20:05:44,,QBG8L,UFLXY,MT,YPH 723,95P3J,2019-01-28 00:30:21
EHJEI,2.58,2019-01-27 20:23:56,,MJRBS,NQ84J,CA,GRO 012,D3O18,2019-01-27 23:08:11
KLORA,63.90,2019-01-27 21:07:41,2019-01-27 23:01:46,L5GGP,U5POR,CA,706-COA,UWZ2B,2019-01-28 01:48:48
6RCVC,146.27,2019-01-28 00:16:41,2019-01-28 02:03:03,UNWVV,NPEGC,NM,QQZ 699,PMAOO,2019-01-28 06:07:18
2AJHR,11.70,2019-01-28 02:32:38,,FXLJD,M4XIF,UT,7-16491G,H6QG4,2019-01-28 10:41:53
5OBEO,15.00,2019-01-28 02:57:29,2019-01-28 06:59:44,L11T4,P0JYO,UT,907 QZS,ES7Y4,2019-01-28 07:09:43
1ATL8,33.57,2019-01-28 05:19:10,,GU88F,5JXC0,CA,695-VNVI,XUMD8,2019-01-28 11:18:14
IHDMD,230.80,2019-01-28 06:08:39,2019-01-28 12:00:28,E27EG,8XEJM,IN,X21-86J,WBLFY,2019-01-28 13:49:39
DJR37,124.85,2019-01-28 06:37:59,2019-01-28 10:54:27,XWSFF,CNPV2,CA,APQ 950,TXYM4,2019-01-28 13:21:01
OFDYW,56.31,2019-01-28 07:00:51,2019-01-28 08:52:05,QD5UT,7WK8W,CA,JWZ 936,LKTXB,2019-01-28 10:40:24
UX9L9,57.42,2019-01-28 08:27:45,2019-01-28 12:00:47,40Z8F,U1OPI,DE,551-UNHF,FCOVT,2019-01-28 13:46:47
O8KQ5,95.34,2019-01-28 09:04:25,,VEZY7,ZM96J,CA,1D IN881,FNET8,2019-01-28 18:11:24
VBOF3,78.50,2019-01-28 11:35:54,,983TY,U9CJS,CA,VNJ9579,SJCSG,2019-01-28 17:05:09
8GG8Q,100.58,2019-01-28 13:58:24,,PW1LD,9M2CI,CA,KEF-686,FW8ZT,2019-01-28 23:09:58
MFLU3,11.13,2019-01-28 18:35:02,2019-01-28 23:25:43,OOHUA,IYQ2K,AR,952-GLK,BWJC0,2019-01-29 03:27:21
F8Q51,27.68,2019-01-28 18:47:57,2019-01-28 20:31:19,DPWQ5,920AI,NE,888 1668,7IEJT,2019-01-28 23:04:30
DOSXE,55.62,2019-01-28 23:09:13,,P58U3,MH6XI,CA,LI2 1023,P6OR7,2019-01-29 08:54:26
8TCF6,43.33,2019-01-29 01:58:00,2019-01-29 04:06:25,ODH0L,Z2TIS,IN,789 9SK,2K77Q,2019-01-29 07:37:25
UFAVQ,108.16,2019-01-29 03:57:46,2019-01-29 06:34:13,F3RXR,PCN8U,CA,2D FG735,93WBS,2019-01-29 06:53:24
ANSZX,94.56,2019-01-29 04:15:33,2019-01-29 07:55:35,N8X2A,U04UU,NJ,DUJ 018,F0ERJ,2019-01-29 11:01:33
16U1B,62.58,2019-01-29 07:57:07,2019-01-29 09:26:55,PF3AL,KNBNP,SD,9T 4G2EJN,7SDSK,2019-01-29 13:08:09
IKOQC,36.10,2019-01-29 10:06:33,2019-01-29 15:15:54,TUKDI,0GW2Q,CA,ZWW 591,5ORB8,2019-01-29 16:17:47
KKSBE,31.86,2019-01-29 13:48:23,2019-01-29 16:48:06,8YR3Y,6Y9PG,CA,837 LLI,TXYM4,2019-01-29 19:40:32
G44EA,13.06,2019-01-29 14:40:09,2019-01-29 18:38:45,PFAHC,QPU8U,CA,580 PIK,3S8EB,2019-01-29 22:31:35
8C4CL,49.90,2019-01-29 15:05:07,,O4ETP,KEE02,CA,160 WQW,TMZ9R,2019-01-29 21:40:32
VTP6C,6.04,2019-01-29 15:16:16,2019-01-29 16:05:17,R8HGK,CNPV2,CA,0AO2650,TXYM4,2019-01-29 17:03:48
TC8H8,16.06,2019-01-29 15:40:22,2019-01-29 18:17:07,CLN6W,QQQBA,AL,7D 9E5URR,S4YOY,2019-01-29 20:52:37
3EUC2,72.80,2019-01-29 22:22:00,2019-01-30 00:55:23,31EO0,B9F3A,MA,545JH,LHSWE,2019-01-30 03:38:13
MC5C3,28.14,2019-01-29 23:29:54,2019-01-30 01:13:01,HNWSK,I8SUU,CA,725 WKR,2XQ8U,2019-01-30 05:11:59
1ZTID,26.20,2019-01-30 01:08:56,2019-01-30 04:26:17,R5REE,VI2VN,OH,9194,AJQRT,2019-01-30 09:59:48
4HNY8,7.88,2019-01-30 02:40:20,2019-01-30 04:11:42,K9GDM,KPZII,VA,LUV 543,IRD1M,2019-01-30 08:04:16
9H4NC,95.22,2019-01-30 06:41:57,2019-01-30 08:52:40,YSKJW,V3IKV,CA,8T OD001,WW9OJ,2019-01-30 09:45:41
P97M3,38.20,2019-01-30 08:08:17,2019-01-30 13:48:44,W22YK,RBHAX,CA,PNY-0632,ZDSRP,2019-01-30 17:20:03
SSYL9,74.60,2019-01-30 10:12:23,2019-01-30 15:10:40,5USP8,HW29B,CA,506 6PN,1U31K,2019-01-30 15:32:08
GE5HD,24.36,2019-01-30 10:56:39,2019-01-30 16:36:13,GA2KM,8LQGN,CA,MDL 026,TDP0A,2019-01-30 18:51:18
0JSZO,81.69,2019-01-30 13:38:24,2019-01-30 18:18:10,9HPAS,Q9IV3,CA,ZHV 678,VE4LE,2019-01-30 20:08:07
4YEKC,30.38,2019-01-30 14:02:48,,UBD56,1MK7U,FL,RCI 616,ZRSN5,2019-01-30 21:07:10
G94V3,79.65,2019-01-30 18:56:40,,LEYBX,AIX97,CA,406 IWL,OO0E6,2019-01-31 04:38:57
UA597,23.94,2019-01-30 19:08:15,,763SO,2Y183,CA,PYN 963,6J0JD,2019-01-31 02:53:04
J9F1W,42.10,2019-01-30 20:27:44,2019-01-31 00:23:11,VLSDX,CVQII,WI,NPR-0505,D4HJY,2019-01-31 02:38:09
5TMEV,18.06,2019-01-30 21:19:18,2019-01-31 01:33:13,O9DE0,ORDVS,CA,372DKR,N4JNH,2019-01-31 05:06:44
OAJ19,48.24,2019-01-30 21:37:25,,6NIA4,YUQSE,CA,5154 LC,6DT5L,2019-01-31 00:38:11
WRDN7,5.16,2019-01-31 06:02:57,2019-01-31 10:55:01,JWGEJ,BUIDR,CA,MWL 783,7O7TI,2019-01-31 11:21:22
OHKZP,9.96,2019-01-31 09:35:30,,983TY,T6YDW,CA,VNJ9579,NBO2D,2019-01-31 13:40:08
FWSFW,36.32,2019-01-31 18:10:47,,N6DG8,6OBS4,CA,0YP9099,BSBIA,2019-02-01 01:38:36
0GHCD,56.04,2019-01-31 18:38:08,,4J7O5,PJ84C,CO,046H,BNDY3,2019-01-31 23:09:56
26LZ7,64.88,2019-01-31 19:02:44,,7J6D7,0CKPE,MN,66-XL72,1RMXY,2019-02-01 03:11:38
PAZGB,22.16,2019-01-31 19:26:28,2019-02-01 00:55:54,PDBFR,XQ4LX,CA,643 JKS,FW8ZT,2019-02-01 03:09:07
4VGMB,59.81,2019-01-31 20:50:33,2019-01-31 23:34:26,I1HIF,EIYQ8,CA,3UM 870,L38HG,2019-02-01 03:25:05
I7KWG,4.30,2019-01-31 21:39:02,,4LM00,6895C,HI,652889,ZNOFW,2019-02-01 05:43:39
