customer_id,order_id,total_price,time_placed
CSW31,7SLR3,61.36,2019-05-28 05:09:23
IIF97,WYKVY,26.30,2019-05-28 05:39:02
GJX6J,UFDPZ,29.30,2019-05-28 07:59:02
PGX8Q,L799I,27.86,2019-05-28 08:22:40
6VCCT,0E9MW,14.40,2019-05-28 08:31:16
87DLU,YB0MB,34.14,2019-05-28 11:05:40
9SN4Q,VJBM4,7.92,2019-05-28 14:26:38
0ZYMF,RXWHT,8.97,2019-05-28 17:02:50
PZR2R,CABKP,113.94,2019-05-28 21:33:06
M26UD,7N2GB,67.08,2019-05-28 22:31:57
BQV8F,VX90K,73.00,2019-05-28 22:40:18
JULS6,4G2BA,51.96,2019-05-28 22:42:54
PJB2G,U0EPE,6.06,2019-05-28 23:50:08
QRX7M,LJ94T,59.04,2019-05-29 00:00:03
PF3AL,VPQ7L,3.33,2019-05-29 02:12:22
EAXNR,STFT8,36.90,2019-05-29 03:22:42
FJQB7,5EJAJ,143.22,2019-05-29 04:43:56
KSM07,JA2L9,5.94,2019-05-29 08:02:36
8TL3W,SUQCG,14.82,2019-05-29 10:08:48
TQV0P,JHXUM,1.28,2019-05-29 10:46:27
MKG4D,8R9CL,12.96,2019-05-29 11:14:46
GD17A,643XZ,27.63,2019-05-29 11:26:34
0BEDK,IKER7,63.90,2019-05-29 11:54:24
OU66W,E3YP7,45.88,2019-05-29 13:02:51
GJIYE,4KMV0,44.14,2019-05-29 13:41:51
QITXX,WH94X,46.89,2019-05-29 15:35:12
Y7HFY,ZJX44,13.44,2019-05-29 17:21:51
V5N8C,6PB2C,42.33,2019-05-29 18:21:33
U52Y2,LGLDH,18.01,2019-05-29 20:01:55
99NKZ,GZ28C,54.64,2019-05-29 20:52:00
SV7LM,J91JT,269.91,2019-05-29 22:07:43
PFSXG,JQXZX,60.14,2019-05-29 23:52:44
F2GOD,MWGYG,39.90,2019-05-30 02:37:31
1YS0I,T5MXX,9.03,2019-05-30 03:51:41
9BIIU,TJLVE,18.50,2019-05-30 04:23:33
5XWWE,9CHLW,84.37,2019-05-30 05:35:11
C3OKM,CNMKW,40.54,2019-05-30 07:31:26
DT13Y,OHLQU,60.75,2019-05-30 08:19:42
7K6GM,T53OY,34.00,2019-05-30 12:04:10
57IXD,1S6JZ,16.23,2019-05-30 12:21:14
UWBK4,7LRFN,27.96,2019-05-30 12:46:00
7KIEI,JKA4V,5.02,2019-05-30 13:41:34
34DA5,NEDLU,78.19,2019-05-30 13:46:48
057TU,H43ML,46.88,2019-05-30 15:48:36
YQIYF,J2OHG,92.97,2019-05-30 15:55:36
NQ93S,N0DYB,9.00,2019-05-30 16:29:05
FLS0E,LXDW1,15.12,2019-05-30 16:48:54
VULPR,TYOVT,144.28,2019-05-30 18:44:28
6Z3UM,YC4JY,75.83,2019-05-30 19:44:02
YDEZU,ZMC2O,59.60,2019-05-30 22:20:06
EVM6I,TUPKU,149.29,2019-05-30 22:42:01
QEEUO,TGCTX,192.22,2019-05-31 01:56:52
UH7IA,EU3Q4,168.60,2019-05-31 06:23:53
FRM9T,RESPO,10.75,2019-05-31 08:34:26
IB4H8,NDXEV,57.93,2019-05-31 10:23:08
FK5CM,95WCE,48.44,2019-05-31 14:18:23
HW4LH,T9Z4S,24.01,2019-05-31 14:35:42
V3QGW,QP1WV,6.28,2019-05-31 15:09:46
WJNCS,R29UO,57.66,2019-05-31 17:42:02
1FWQ5,RBTUR,76.82,2019-05-31 20:25:41
CIOTE,BJE39,10.65,2019-05-31 23:10:47
9I4E7,YPBW4,10.44,2019-05-31 23:35:58
RXQND,AKH75,11.16,2019-06-01 00:26:47
QQD3A,LSMXE,74.46,2019-06-01 03:16:32
1E6Q8,2N67O,135.04,2019-06-01 05:42:33
E0OH7,4KHHW,15.42,2019-06-01 11:35:08
FGXTB,OUZZ7,9.94,2019-06-01 13:10:52
HJEFN,FBNWK,25.24,2019-06-01 13:42:30
84HRH,Z4L6A,25.97,2019-06-01 13:43:20
ZGGFC,EHNJ1,16.08,2019-06-01 13:52:16
XQUA1,NLP1V,132.40,2019-06-01 14:31:41
LTQL5,HHFE9,9.84,2019-06-01 15:20:44
56JZZ,MU0NE,89.31,2019-06-01 16:25:37
ORKT1,HVDHT,111.29,2019-06-01 16:59:17
SEBAM,0FLG5,29.77,2019-06-01 18:29:23
0EZZX,PGR0G,19.74,2019-06-02 04:58:42
ATFYB,MM8HC,137.04,2019-06-02 06:13:25
NGN4Y,HLYHB,92.72,2019-06-02 06:55:41
G8P5M,5B7ZE,52.38,2019-06-02 07:41:32
FPNBQ,63CBS,18.40,2019-06-02 08:29:12
Q9C83,ICS2H,38.78,2019-06-02 10:15:40
GI9V3,QWJ2C,62.46,2019-06-02 13:24:03
NTM3O,B516P,26.24,2019-06-02 13:52:49
2G17C,GEA3K,28.06,2019-06-02 14:12:21
4XYXV,LPF0J,29.28,2019-06-02 18:07:05
9MHZK,E8TMD,95.44,2019-06-02 18:21:48
GMPON,74PMC,36.59,2019-06-02 21:59:39
RVYIF,0LWNE,8.34,2019-06-03 00:41:21
MJJXH,VNC8P,26.10,2019-06-03 02:08:55
C2MTX,TN9SH,14.16,2019-06-03 03:42:53
8G763,JQ5AD,6.93,2019-06-03 04:16:25
GZR5A,WQPS4,2.19,2019-06-03 04:30:14
KK6IB,B92K1,89.19,2019-06-03 05:00:34
5JXC0,63ERM,5.92,2019-06-03 05:07:28
73JIK,SGDMN,94.22,2019-06-03 05:13:06
Z1B9Y,S4GY2,20.92,2019-06-03 07:57:20
9A2U1,6WH06,28.12,2019-06-03 08:49:12
Y7HFY,GOXZB,45.00,2019-06-03 08:58:52
MN9JT,MPXPF,3.60,2019-06-03 10:44:01
OXGSR,8L5YQ,53.30,2019-06-03 11:41:07
FHSIF,064QV,118.64,2019-06-03 13:17:37
PA5FO,KGMRY,174.60,2019-06-03 13:18:47
CCE51,CR022,98.82,2019-06-03 14:56:21
R56RL,VK5OR,56.96,2019-06-03 18:20:57
ERX5N,U8I9U,87.98,2019-06-03 21:57:24
GJX6J,YDAE0,101.24,2019-06-03 22:27:48
3KPKZ,052OJ,25.70,2019-06-04 04:57:11
U3YPO,4TYQK,61.82,2019-06-04 09:26:59
JT5IB,7PUDU,20.34,2019-06-04 10:27:44
EDX55,0BDHC,30.00,2019-06-04 16:11:34
A91V1,CIHSU,11.26,2019-06-04 17:43:05
3W0LL,39CPN,5.18,2019-06-04 20:34:17
CFRC5,CVGXX,11.16,2019-06-04 22:50:26
RGB9R,4ZH4N,108.82,2019-06-04 23:55:08
TQO3V,UBMY9,27.21,2019-06-05 03:21:53
9SML8,MLT1Y,32.25,2019-06-05 03:26:30
Z6CMV,M6OWH,50.04,2019-06-05 04:23:52
92XBK,8Z19Y,155.66,2019-06-05 04:24:24
SK7MK,I2J5P,8.73,2019-06-05 05:14:05
63IUZ,HL3E1,203.46,2019-06-05 06:48:38
O4ETP,G8XAH,31.40,2019-06-05 08:30:58
5DKXV,P2Z9R,157.36,2019-06-05 09:48:46
CFRC5,AC292,52.16,2019-06-05 10:04:43
P3FPZ,JONC9,12.12,2019-06-05 12:48:02
PXA1F,8FSGW,11.00,2019-06-05 12:55:51
FRDEW,P5FDI,7.27,2019-06-05 13:59:24
VXBKV,HKDW5,19.08,2019-06-05 14:05:07
HJEFN,K235C,8.49,2019-06-05 14:13:45
UZR2N,JLAHR,51.52,2019-06-05 14:52:09
327IB,VHOJC,19.10,2019-06-05 17:55:17
BHOCC,2MO4B,85.84,2019-06-05 18:50:49
19JL1,690V1,15.31,2019-06-05 19:08:26
7SR7J,KBF0X,3.24,2019-06-05 21:45:13
XT38Z,WXFO4,21.66,2019-06-06 01:03:46
GTXJU,IAFCZ,108.85,2019-06-06 01:57:57
BRACZ,FXGL2,453.20,2019-06-06 02:15:40
JDXPX,WZD66,13.40,2019-06-06 03:14:23
SUBDE,9ZF1A,3.18,2019-06-06 05:37:52
KY5SI,MWMGJ,116.80,2019-06-06 07:07:02
D8G0O,AXSNI,21.42,2019-06-06 07:20:18
TWW9T,ORT5P,16.30,2019-06-06 07:31:28
FCTI1,CWDLG,45.60,2019-06-06 07:39:05
JNW0O,RRJ6H,12.11,2019-06-06 08:41:23
XJJP6,C1ROS,141.66,2019-06-06 09:30:47
0XWSS,OJD8L,56.70,2019-06-06 10:08:39
OWF2A,NJTRU,32.40,2019-06-06 11:56:44
PF3BS,E2PUJ,6.30,2019-06-06 12:21:14
4HK7W,F2WSW,16.40,2019-06-06 16:37:59
RQSBZ,47N03,27.66,2019-06-06 19:34:22
EIYQ8,WZZ3N,35.94,2019-06-06 20:03:47
W9HTL,33PD6,23.76,2019-06-06 23:01:44
Q7AAU,2QR3W,7.82,2019-06-06 23:11:56
IRJRP,ZACFZ,6.06,2019-06-06 23:53:26
TUKDI,OMULQ,22.14,2019-06-07 01:32:19
B9QER,YG1J9,40.80,2019-06-07 03:49:35
OKNGF,KN23N,85.13,2019-06-07 07:16:15
NPEGC,73W8K,5.04,2019-06-07 08:41:15
MJA5S,9AWAW,13.40,2019-06-07 11:05:28
6HERZ,78R4K,129.06,2019-06-07 11:35:29
1PUAD,GIL2F,47.30,2019-06-07 11:49:09
QYP5I,0750M,19.50,2019-06-07 12:51:32
FX4RA,TJ7H7,48.30,2019-06-07 13:24:06
NPL0G,UE0Q7,7.00,2019-06-07 14:05:19
JULS6,3032D,69.36,2019-06-07 14:18:32
1K42K,BWD09,19.36,2019-06-07 14:49:44
MDEOI,IR1ID,195.66,2019-06-07 19:36:14
WU4RA,WORWS,5.88,2019-06-08 02:08:32
XFWY2,R9WJC,174.31,2019-06-08 09:10:20
XW6IW,B7PY4,16.89,2019-06-08 10:17:43
F623G,1IH3I,5.14,2019-06-08 13:38:33
SDG2W,A9SVW,53.72,2019-06-08 15:39:08
OVJAJ,A99W0,18.15,2019-06-08 18:12:45
UWT66,ZP5N7,7.77,2019-06-08 19:03:00
B5NU1,NTDT4,80.56,2019-06-08 19:19:18
HD10V,NEHR6,15.77,2019-06-08 19:27:27
FQ0I1,0K12I,27.42,2019-06-08 20:08:33
M717J,RQSSY,32.70,2019-06-08 23:23:30
VP56C,J9692,16.56,2019-06-08 23:59:49
7SR7J,DU37U,11.34,2019-06-09 00:38:26
MDG5F,5DHHH,34.00,2019-06-09 02:37:19
IHON1,GYMTB,43.94,2019-06-09 02:50:07
82B28,BX25D,27.36,2019-06-09 03:07:27
FPNBQ,3AE7R,38.11,2019-06-09 03:12:42
BGPHU,F0R90,37.44,2019-06-09 03:56:30
126DV,BU9C2,13.00,2019-06-09 04:04:42
V40NK,JJPFZ,101.98,2019-06-09 07:32:09
KH3JQ,M3MEY,64.50,2019-06-09 08:20:34
8UQR4,U6WS9,19.53,2019-06-09 10:08:31
O1XUH,DKQBL,154.80,2019-06-09 10:11:55
4OHC5,8OT1F,74.35,2019-06-09 10:47:50
KE3O8,NAQTM,8.91,2019-06-09 11:45:42
N9PVI,CLT2I,54.13,2019-06-09 12:57:44
HPAQ6,MBM15,9.20,2019-06-09 13:07:51
NF64B,YZ8CQ,42.92,2019-06-09 15:28:50
9H6VV,0JU7A,73.10,2019-06-09 16:49:21
YBWM7,4FI9I,32.94,2019-06-09 18:22:04
P18AO,K3Y7A,24.60,2019-06-09 20:18:23
KMSQY,QW0CO,10.20,2019-06-09 21:28:43
KB3CZ,PLIEH,12.86,2019-06-09 23:02:42
SYZ1X,UA0FM,136.83,2019-06-10 01:06:05
5NWDL,XG9IC,35.63,2019-06-10 03:03:36
T1XHZ,RK7J7,44.75,2019-06-10 03:36:50
VXMHP,79KSC,9.76,2019-06-10 05:40:36
NJG84,YTCM1,3.96,2019-06-10 07:58:40
2G17C,GCHQW,37.90,2019-06-10 08:29:37
LO7O1,FRUFU,4.91,2019-06-10 09:48:36
T3GOD,H69WP,84.69,2019-06-10 09:51:50
WDTWG,Y0SNO,114.06,2019-06-10 09:55:06
7DA2T,J0RMM,71.16,2019-06-10 10:40:07
QBCUO,1TZ8R,7.90,2019-06-10 10:40:53
RLWUB,NQX50,4.38,2019-06-10 10:56:09
FTMB8,WU8JA,41.16,2019-06-10 13:16:13
1U95U,G1SIR,4.73,2019-06-10 15:21:58
CJ3KG,TANV2,2.62,2019-06-10 16:10:13
4O1ZC,1EQAW,32.97,2019-06-10 17:12:57
LWNBX,3EZ6N,71.10,2019-06-10 18:38:38
JKXTM,ALD2O,54.36,2019-06-10 20:02:59
HDSR0,2JHD7,5.68,2019-06-10 22:54:24
VBDO4,A6BPG,49.96,2019-06-10 23:22:44
RPFWJ,JQLI9,54.70,2019-06-11 01:32:22
C6YYV,GDTEW,73.29,2019-06-11 01:48:33
HCYMT,FGB3I,16.60,2019-06-11 02:57:33
KY5SI,IAMH1,35.94,2019-06-11 03:17:00
4Z156,Q3ULU,1.56,2019-06-11 04:51:53
FN5MI,G4IGA,46.80,2019-06-11 09:53:24
OGM62,YMPNF,35.63,2019-06-11 10:35:13
W5H2M,CZE0W,21.71,2019-06-11 11:18:28
A1K8L,RGSSW,173.09,2019-06-11 12:32:23
Q4O62,THPWC,126.14,2019-06-11 13:40:07
S2BC4,F8IEQ,14.57,2019-06-11 15:03:09
ANJMP,UGIOY,33.02,2019-06-11 16:08:00
54MD7,MVXN1,20.61,2019-06-11 16:17:32
515BU,ASY7G,190.17,2019-06-11 17:15:15
NVXQR,QF5KD,149.55,2019-06-11 21:53:46
YEG5I,LKLD9,32.46,2019-06-11 22:41:11
2COYE,TGWOS,22.64,2019-06-11 22:44:40
0TOKI,IMF79,135.00,2019-06-12 00:11:23
OLH8X,Z5SPB,38.85,2019-06-12 01:27:52
LIRW2,4LNDS,139.31,2019-06-12 03:51:17
7VMFA,8QFBL,21.64,2019-06-12 06:34:52
V5N8C,J7MZZ,36.60,2019-06-12 07:31:17
62KTZ,WMUOZ,64.17,2019-06-12 07:55:47
CE2KX,R38JB,212.49,2019-06-12 08:45:55
S00SO,5YIH1,10.78,2019-06-12 10:04:18
WRQKK,R6UL8,9.90,2019-06-12 10:27:23
R9HR3,INH1H,29.92,2019-06-12 11:32:54
F0JCN,5STRR,32.80,2019-06-12 12:24:37
QM4CN,469YS,15.86,2019-06-12 12:45:28
KE3O8,WL39Q,107.09,2019-06-12 13:31:09
NLVQW,FUC0I,24.60,2019-06-12 16:17:40
2COYE,B8JVQ,60.17,2019-06-12 17:24:37
OSICQ,R55M3,28.71,2019-06-12 19:41:54
RSR66,HKNWB,87.77,2019-06-13 01:28:18
00WNZ,HGMZG,52.22,2019-06-13 01:45:33
ZEPRP,N61IM,23.36,2019-06-13 07:00:09
C325B,J4TIY,46.20,2019-06-13 07:21:39
CJUFH,XC68X,5.78,2019-06-13 08:07:44
LMAWC,YY19K,17.94,2019-06-13 09:22:25
HD10V,QTJLK,19.68,2019-06-13 09:27:33
X3Q6P,2PB3L,7.56,2019-06-13 12:18:32
CD2LL,KI058,90.86,2019-06-13 13:28:43
IG1KC,YUOOF,13.64,2019-06-13 14:54:37
KUWJ4,4CGD3,138.26,2019-06-13 15:12:40
3GNBJ,BTQVS,85.06,2019-06-13 18:15:00
K35BH,F6JE8,11.15,2019-06-13 18:23:58
MFCL7,0ZQQ8,1.90,2019-06-13 20:16:19
VCLAL,FFNKV,16.98,2019-06-13 21:38:57
ECGW0,E5TPB,3.00,2019-06-14 05:05:09
A0T2E,P4JH1,21.45,2019-06-14 06:39:21
PTFVP,WXGVD,66.18,2019-06-14 08:59:44
9VY80,AFHI6,5.94,2019-06-14 10:51:35
0YGUD,EN6V5,16.83,2019-06-14 12:22:59
202X2,6ZBUY,24.15,2019-06-14 14:01:58
32MN7,Y9AHY,19.32,2019-06-15 01:35:19
XUR2X,KLUB8,50.24,2019-06-15 01:41:29
6HERZ,NLDQP,1.42,2019-06-15 01:50:01
DNPJ6,J34ST,51.21,2019-06-15 04:06:50
YWTWX,KRGE4,60.93,2019-06-15 08:35:04
YXVKL,Y0PJD,53.34,2019-06-15 08:53:21
6HCGW,Q0GV1,74.08,2019-06-15 09:19:05
BCIXC,D7NB0,78.53,2019-06-15 10:27:32
YUBHL,KXWVA,7.70,2019-06-15 10:46:40
RVYIF,AMHOC,79.62,2019-06-15 11:08:22
3WKCP,6IT0F,58.59,2019-06-15 12:28:42
40Z8F,EJS6H,9.90,2019-06-15 13:50:20
CEZ02,0QOLA,4.11,2019-06-15 17:08:14
0EFML,Y1798,19.40,2019-06-15 17:20:38
VO25O,WOUAP,8.91,2019-06-15 21:24:13
GYWC9,UJT54,3.67,2019-06-16 00:46:19
6ZRG4,EHA65,51.96,2019-06-16 00:56:14
CPQEB,M2PEH,20.91,2019-06-16 02:05:24
4WNP5,OMG6N,19.38,2019-06-16 02:38:22
BNJ00,LE1GO,154.40,2019-06-16 02:42:18
2QZJE,WZ2QB,171.99,2019-06-16 02:51:55
6CZ88,HTZXL,6.95,2019-06-16 03:27:14
TP410,7YSZP,36.80,2019-06-16 04:25:40
BBOCM,FJM1Z,38.82,2019-06-16 07:04:03
2G3DE,9ECLV,35.16,2019-06-16 07:11:08
MDFYF,46VRZ,104.31,2019-06-16 07:43:18
DOW9Z,5HSI4,6.84,2019-06-16 09:20:32
XCPVZ,UKMY2,26.60,2019-06-16 09:37:58
ZBJS7,RSIEQ,10.08,2019-06-16 13:19:09
FH0C7,DBL90,196.64,2019-06-16 13:20:19
057TU,VJQCR,127.92,2019-06-16 15:32:55
KXPC6,AOEI4,14.73,2019-06-16 16:14:08
JX1EP,WQRFP,36.18,2019-06-16 16:22:05
Y5B0M,XNPXA,89.60,2019-06-16 16:35:06
OLS4J,K5FJW,55.26,2019-06-16 17:44:37
WYMU6,91LT6,218.58,2019-06-16 19:12:47
HCHU0,PP9T7,15.12,2019-06-16 21:19:53
8SJGW,366ET,33.70,2019-06-17 04:32:41
MKG4D,KM00K,24.39,2019-06-17 05:42:59
O44TN,1MU2P,2.61,2019-06-17 06:48:06
MLCY5,9ICMY,7.92,2019-06-17 06:57:53
IRSEU,FJYAA,120.46,2019-06-17 09:15:38
G6QCY,ZJMHG,13.92,2019-06-17 12:15:58
DYZKQ,91RMY,295.67,2019-06-17 12:54:54
JZHSL,NKCR0,33.45,2019-06-17 13:43:34
B4PFS,KO9PF,77.99,2019-06-17 14:05:14
6PD7A,7091H,106.40,2019-06-17 14:12:14
VYZCQ,01980,34.34,2019-06-17 14:48:43
82JPX,XY40O,47.92,2019-06-17 15:55:30
OHZIM,D3J8C,29.58,2019-06-17 16:21:10
YHX9I,PTFUG,30.60,2019-06-17 17:36:40
RGB9R,6NGDL,67.48,2019-06-17 18:30:22
3G5BU,MGO9D,47.05,2019-06-17 21:00:49
G1ADD,EIB12,10.28,2019-06-18 01:26:28
2GXJ7,TV59B,3.22,2019-06-18 03:42:36
6XXYW,511Y0,55.58,2019-06-18 04:25:05
S7FBO,363LD,65.04,2019-06-18 10:14:10
PXCKU,R2HXC,2.25,2019-06-18 12:04:26
HRUWQ,V7ZYK,51.96,2019-06-18 12:59:42
7DLS5,X5QNP,3.50,2019-06-18 14:37:44
YN3B7,E7VUD,21.21,2019-06-18 14:52:23
CLUQX,8GBIT,147.66,2019-06-18 16:34:24
15J6F,G1JOP,62.88,2019-06-18 21:05:41
RF1QJ,XJHE6,54.80,2019-06-18 21:27:56
56318,SNEW8,38.60,2019-06-18 21:35:59
O4HJJ,O0ZFN,71.44,2019-06-18 22:06:22
7XQ3I,GW614,28.36,2019-06-18 22:26:27
S4D05,PYYIO,93.72,2019-06-18 23:09:54
10J4L,D0YU8,102.24,2019-06-19 07:04:13
B34UX,M5UKK,94.78,2019-06-19 08:52:48
G6QCY,SZ7JT,4.12,2019-06-19 10:35:25
59WZB,I3DP0,4.65,2019-06-19 12:33:04
OKNGF,NWKBB,10.64,2019-06-19 13:03:24
XWEDZ,7LP55,8.35,2019-06-19 13:28:40
FUFJN,MMHXK,7.75,2019-06-19 13:57:48
0OL93,HRJ7Y,59.12,2019-06-19 14:44:51
QD0E9,OZKH1,13.05,2019-06-19 15:20:53
B41K6,C05AI,162.90,2019-06-19 19:37:31
3S3RA,ABL6Q,239.94,2019-06-19 19:59:12
FABMI,VURTJ,1.97,2019-06-19 20:03:27
XAIB5,SSGS3,39.51,2019-06-19 21:56:05
AQZJC,FH5D3,12.05,2019-06-20 01:07:39
26CVS,37OG2,5.46,2019-06-20 02:38:19
WH7RI,P52I9,136.56,2019-06-20 02:53:52
MI6PH,U9M5H,75.57,2019-06-20 03:10:26
3U5KL,LKSIB,73.60,2019-06-20 04:57:19
YW4UI,P6IFO,28.50,2019-06-20 05:55:56
UNWVV,MCV54,12.81,2019-06-20 09:35:05
9UNI5,Z8B1H,9.90,2019-06-20 14:59:33
0ETHD,Z8FK8,164.01,2019-06-20 15:37:37
L36YD,9FDDB,18.16,2019-06-20 16:02:55
0MQFH,9ZNJH,24.99,2019-06-20 16:14:45
PRQD4,CQWYY,7.45,2019-06-20 17:52:24
AIX97,J76ZK,4.76,2019-06-20 19:33:46
MWI7Q,RWB6Q,28.00,2019-06-20 20:28:04
F4YK2,SWD5S,52.43,2019-06-21 00:33:48
Q8ZPT,N3L50,23.76,2019-06-21 02:05:15
QXM28,YPBJ9,165.65,2019-06-21 02:51:50
6EZPU,56K16,36.24,2019-06-21 03:15:04
SAG9L,SAXQF,46.90,2019-06-21 05:04:18
JDOEI,S7GHL,19.74,2019-06-21 06:43:53
NR6CU,6LUX1,93.87,2019-06-21 07:49:54
S6RH1,6LXDR,5.94,2019-06-21 07:56:26
KUWJ4,LSV3Z,3.12,2019-06-21 10:40:15
2885Q,MYXFM,81.25,2019-06-21 14:03:45
N7151,S2JY8,45.36,2019-06-21 14:24:33
59WZB,8Z8PY,27.58,2019-06-21 16:00:42
32IN8,OTN04,24.24,2019-06-21 16:09:36
SYUDX,6LRME,7.92,2019-06-21 17:01:16
TW3D6,O1SP5,39.36,2019-06-21 17:14:54
O2HYY,SUBTP,59.08,2019-06-21 20:20:15
FSSXT,0742H,2.08,2019-06-21 21:21:24
W9N1B,D9FU5,5.70,2019-06-22 00:18:24
LO3CG,BQZRT,37.20,2019-06-22 00:19:20
6ZNYY,23K0K,32.49,2019-06-22 01:17:35
D4VD6,UG7R9,90.28,2019-06-22 02:09:41
H50XK,39VF2,19.38,2019-06-22 03:41:34
6V6E2,2JBL3,28.90,2019-06-22 06:36:27
JQ5R4,6VSR8,20.30,2019-06-22 06:38:15
HLOA5,NCIF1,130.30,2019-06-22 10:09:04
OLYYT,NYZ2S,38.53,2019-06-22 10:31:07
5MDZ2,ROG3M,8.28,2019-06-22 11:35:27
A0MW9,MSVWB,5.30,2019-06-22 12:12:02
PCMK9,PHDNP,10.82,2019-06-22 12:48:40
WTJMD,96TDA,31.32,2019-06-22 13:34:02
0434T,NWIG5,0.99,2019-06-22 14:50:44
ZC5ND,SEIGS,21.62,2019-06-22 16:58:39
FR0A0,NSJAR,26.11,2019-06-22 18:00:26
7VXSX,UADG5,24.54,2019-06-22 19:10:11
P4QTQ,5JIUU,0.99,2019-06-22 19:57:25
7A87O,ZNGEW,33.00,2019-06-22 21:07:26
GPIMB,2YB5O,3.72,2019-06-22 22:34:58
176Z6,2VM2O,25.71,2019-06-23 00:27:57
H5B1Q,GZQQX,57.75,2019-06-23 04:20:17
ZSF25,CCMP3,45.30,2019-06-23 06:53:41
JC4FK,H9PNL,6.27,2019-06-23 07:27:48
J02XH,MKRDL,65.60,2019-06-23 08:30:42
UTNC3,8I57S,9.74,2019-06-23 09:29:56
KNBNP,O5XD5,13.65,2019-06-23 10:39:28
PPECZ,BQRKS,46.98,2019-06-23 11:10:32
OOHUA,QZPGR,25.29,2019-06-23 11:43:05
1FE9M,E789R,54.98,2019-06-23 12:16:40
RRO9P,1I2EH,26.75,2019-06-23 14:51:07
SABKC,GUVXH,87.75,2019-06-23 15:01:29
GM38A,7B0T0,24.75,2019-06-23 15:39:23
PKDHJ,SSDZE,6.80,2019-06-23 17:53:27
JM6G6,Y7Y13,89.79,2019-06-23 19:41:10
MOF3X,WQK57,83.48,2019-06-23 21:43:47
YMYIK,OWN2E,13.10,2019-06-24 01:52:51
7XQ3I,YAV7K,36.60,2019-06-24 02:31:28
AJ67I,LR8S5,9.42,2019-06-24 02:42:15
PDDTU,TG8DX,10.71,2019-06-24 03:44:14
YUB31,8NXGN,51.36,2019-06-24 03:48:16
T3JRZ,XYWAP,57.92,2019-06-24 07:11:59
D8WUR,U1A2D,12.04,2019-06-24 07:47:04
6I2TW,FZOK0,415.95,2019-06-24 11:19:22
UUG6I,LC1P8,85.22,2019-06-24 11:49:52
1OKWE,B9UGS,24.30,2019-06-24 13:38:52
HZ7V1,YCU0W,115.38,2019-06-24 14:35:30
FC4PE,5TMTS,33.20,2019-06-24 15:25:05
7XN14,5PPVE,25.30,2019-06-24 18:09:37
3089L,QVJBD,81.50,2019-06-24 19:23:42
9UYON,IE4D2,37.10,2019-06-24 20:08:01
HVVCL,LB1NS,1.71,2019-06-24 22:04:22
5TFVD,R5TLA,2.70,2019-06-25 00:28:10
MA61P,95UMS,163.18,2019-06-25 00:43:14
BJTJJ,YJT44,12.15,2019-06-25 01:29:02
TQV0P,9SLFK,12.24,2019-06-25 01:56:58
QF05A,XQ5CH,1.68,2019-06-25 02:20:54
4O6RC,7X25F,58.49,2019-06-25 07:15:13
M4XIF,4IYFM,69.00,2019-06-25 07:31:44
HJ7NF,TNTM3,5.61,2019-06-25 10:16:10
QTIG7,TYLJ2,13.89,2019-06-25 10:19:05
VSVTY,0Y3JO,15.02,2019-06-25 13:20:18
9KYMZ,6PGRA,36.72,2019-06-25 14:22:02
3VONY,KC6GH,82.50,2019-06-25 16:56:01
R3WJ5,73NGZ,14.58,2019-06-25 19:16:29
PWE0Z,21XT6,28.54,2019-06-25 19:22:32
NOZ94,LV5IV,101.96,2019-06-25 20:59:01
LP6GT,JW2IA,31.36,2019-06-25 22:11:05
9HPAS,M6UM6,205.30,2019-06-26 01:50:13
ZB1G7,HAMNC,53.44,2019-06-26 02:00:40
BGX12,VFU2R,26.96,2019-06-26 02:38:27
8I9NF,Y6TRH,1.98,2019-06-26 08:08:06
FQFAD,61C09,56.34,2019-06-26 08:11:17
L9X7F,GUFR0,7.18,2019-06-26 08:29:16
00TSX,VZ52R,49.84,2019-06-26 08:45:09
1AJHV,Z629D,20.74,2019-06-26 10:46:37
8GTD0,WTAAJ,15.96,2019-06-26 12:02:23
HKR80,FROO7,38.92,2019-06-26 14:15:56
040OW,1K0D9,54.20,2019-06-26 14:44:47
GAKAL,C3W5N,130.01,2019-06-26 15:38:55
AD5AR,LIV8X,12.88,2019-06-26 15:56:50
IWTRH,AP1WM,6.60,2019-06-26 16:04:42
OBZ04,6XZFL,15.27,2019-06-26 17:02:24
4USTZ,5XXKI,5.94,2019-06-26 17:44:18
666G7,O7Y1M,42.40,2019-06-26 21:06:17
SX8CZ,LMP4Q,102.49,2019-06-26 21:34:20
ZBJS7,JE55M,21.88,2019-06-27 05:13:17
CRFG5,24189,29.10,2019-06-27 05:42:45
Z260Z,YS0UI,68.07,2019-06-27 05:45:35
7XKW1,BBTPK,4.34,2019-06-27 05:54:24
0EZZX,4L36R,50.72,2019-06-27 06:19:29
33QBI,WMQVF,92.88,2019-06-27 06:33:25
YGVB3,6HEKW,19.44,2019-06-27 07:37:35
B8WJY,I2MN8,370.14,2019-06-27 07:38:40
KZ14W,NSL28,3.98,2019-06-27 10:15:12
EKVQN,RCC5A,20.16,2019-06-27 10:19:45
2C3OT,W41HE,109.68,2019-06-27 10:22:21
ERX5N,QO81P,20.22,2019-06-27 10:41:39
U1NT6,4D8J3,35.98,2019-06-27 12:16:08
VNJ9U,75542,4.98,2019-06-27 13:53:15
